fold,method,biomarker,alpha_used,qhat,rank,n_calibration_subjects
5,single_cp,hippocampus_left,0.1,15.93080997467041,188,207
5,bonferroni_cp,hippocampus_left,0.025,22.632564544677734,203,207
5,single_cp,ventricle_right,0.1,9.34213638305664,188,207
5,bonferroni_cp,ventricle_right,0.025,14.210687637329102,203,207
5,single_cp,ventricle_left,0.1,9.688509941101074,188,207
5,bonferroni_cp,ventricle_left,0.025,16.061174392700195,203,207
5,joint_cp,ALL,0.1,16.731203079223633,188,207
6,single_cp,hippocampus_right,0.1,13.135784149169922,188,207
6,bonferroni_cp,hippocampus_right,0.025,22.684602737426758,203,207
6,single_cp,hippocampus_left,0.1,14.072315216064453,188,207
6,bonferroni_cp,hippocampus_left,0.025,23.55917739868164,203,207
6,single_cp,ventricle_right,0.1,12.141189575195312,188,207
6,bonferroni_cp,ventricle_right,0.025,23.995512008666992,203,207
6,single_cp,ventricle_left,0.1,9.772439956665039,188,207
6,bonferroni_cp,ventricle_left,0.025,23.796594619750977,203,207
6,joint_cp,ALL,0.1,19.572385787963867,188,207
7,single_cp,hippocampus_right,0.1,13.773237228393555,188,207
7,bonferroni_cp,hippocampus_right,0.025,18.657550811767578,203,207
7,single_cp,hippocampus_left,0.1,17.964977264404297,188,207
7,bonferroni_cp,hippocampus_left,0.025,26.188133239746094,203,207
7,single_cp,ventricle_right,0.1,9.311211585998535,188,207
7,bonferroni_cp,ventricle_right,0.025,13.297626495361328,203,207
7,single_cp,ventricle_left,0.1,11.849678039550781,188,207
7,bonferroni_cp,ventricle_left,0.025,18.626596450805664,203,207
7,joint_cp,ALL,0.1,19.87723159790039,188,207
8,single_cp,hippocampus_right,0.1,15.567216873168945,188,207
8,bonferroni_cp,hippocampus_right,0.025,21.016746520996094,203,207
8,single_cp,hippocampus_left,0.1,17.40546226501465,188,207
8,bonferroni_cp,hippocampus_left,0.025,26.84680938720703,203,207
8,single_cp,ventricle_right,0.1,9.110498428344727,188,207
8,bonferroni_cp,ventricle_right,0.025,18.167957305908203,203,207
8,single_cp,ventricle_left,0.1,10.79404354095459,188,207
8,bonferroni_cp,ventricle_left,0.025,21.6243896484375,203,207
8,joint_cp,ALL,0.1,19.641050338745117,188,207
9,single_cp,hippocampus_right,0.1,15.783597946166992,188,207
9,bonferroni_cp,hippocampus_right,0.025,21.091602325439453,203,207
9,single_cp,hippocampus_left,0.1,15.814254760742188,188,207
9,bonferroni_cp,hippocampus_left,0.025,22.63277816772461,203,207
9,single_cp,ventricle_right,0.1,9.567800521850586,188,207
9,bonferroni_cp,ventricle_right,0.025,16.76690673828125,203,207
9,single_cp,ventricle_left,0.1,10.523067474365234,188,207
9,bonferroni_cp,ventricle_left,0.025,18.698665618896484,203,207
9,joint_cp,ALL,0.1,18.96609115600586,188,207
