fold,biomarker,target_index,iteration,negative_mll
0,hippocampus_right,13,1,1.221378207206726
0,hippocampus_right,13,2,1.0486419200897217
0,hippocampus_right,13,3,0.9795467853546143
0,hippocampus_right,13,4,0.947307288646698
0,hippocampus_right,13,5,0.9200452566146851
0,hippocampus_right,13,6,0.8925184011459351
0,hippocampus_right,13,7,0.8680446743965149
0,hippocampus_right,13,8,0.8553528785705566
0,hippocampus_right,13,9,0.8424219489097595
0,hippocampus_right,13,10,0.8240970373153687
0,hippocampus_right,13,11,0.815981388092041
0,hippocampus_right,13,12,0.8069282174110413
0,hippocampus_right,13,13,0.7968464493751526
0,hippocampus_right,13,14,0.7836560010910034
0,hippocampus_right,13,15,0.7734237313270569
0,hippocampus_right,13,16,0.7634395956993103
0,hippocampus_right,13,17,0.7582962512969971
0,hippocampus_right,13,18,0.7501987814903259
0,hippocampus_right,13,19,0.7396905422210693
0,hippocampus_right,13,20,0.734127402305603
0,hippocampus_right,13,21,0.7212601900100708
0,hippocampus_right,13,22,0.7123575806617737
0,hippocampus_right,13,23,0.7038511037826538
0,hippocampus_right,13,24,0.6998080015182495
0,hippocampus_right,13,25,0.7107594013214111
0,hippocampus_right,13,26,0.6805829405784607
0,hippocampus_right,13,27,0.6778069138526917
0,hippocampus_right,13,28,0.6731019616127014
0,hippocampus_right,13,29,0.6601876616477966
0,hippocampus_right,13,30,0.6556528806686401
0,hippocampus_right,13,31,0.6352410316467285
0,hippocampus_right,13,32,0.6307855248451233
0,hippocampus_right,13,33,0.620074987411499
0,hippocampus_right,13,34,0.609812319278717
0,hippocampus_right,13,35,0.602789580821991
0,hippocampus_right,13,36,0.6016781330108643
0,hippocampus_right,13,37,0.5948020815849304
0,hippocampus_right,13,38,0.5933356285095215
0,hippocampus_right,13,39,0.6056557893753052
0,hippocampus_right,13,40,0.6093765497207642
0,hippocampus_right,13,41,0.6013412475585938
0,hippocampus_right,13,42,0.5877232551574707
0,hippocampus_right,13,43,0.5923462510108948
0,hippocampus_right,13,44,0.577171266078949
0,hippocampus_right,13,45,0.5594505071640015
0,hippocampus_right,13,46,0.5410643219947815
0,hippocampus_right,13,47,0.5367274880409241
0,hippocampus_right,13,48,0.535673975944519
0,hippocampus_right,13,49,0.5268188118934631
0,hippocampus_right,13,50,0.5224677920341492
0,hippocampus_right,13,51,0.5144372582435608
0,hippocampus_right,13,52,0.5001002550125122
0,hippocampus_right,13,53,0.5006886720657349
0,hippocampus_right,13,54,0.4882839620113373
0,hippocampus_right,13,55,0.4847460389137268
0,hippocampus_right,13,56,0.4823285639286041
0,hippocampus_right,13,57,0.4880475401878357
0,hippocampus_right,13,58,0.5019340515136719
0,hippocampus_right,13,59,0.4833933413028717
0,hippocampus_right,13,60,0.4938022196292877
0,hippocampus_right,13,61,0.4756242036819458
0,hippocampus_right,13,62,0.45860615372657776
0,hippocampus_right,13,63,0.4597989320755005
0,hippocampus_right,13,64,0.4488852620124817
0,hippocampus_right,13,65,0.4441714882850647
0,hippocampus_right,13,66,0.43183547258377075
0,hippocampus_right,13,67,0.4256576895713806
0,hippocampus_right,13,68,0.43845605850219727
0,hippocampus_right,13,69,0.4341910481452942
0,hippocampus_right,13,70,0.4133244752883911
0,hippocampus_right,13,71,0.40030521154403687
0,hippocampus_right,13,72,0.40017563104629517
0,hippocampus_right,13,73,0.411247193813324
0,hippocampus_right,13,74,0.41747406125068665
0,hippocampus_right,13,75,0.4051940143108368
0,hippocampus_right,13,76,0.42024073004722595
0,hippocampus_right,13,77,0.4009101986885071
0,hippocampus_right,13,78,0.390773206949234
0,hippocampus_right,13,79,0.3937554657459259
0,hippocampus_right,13,80,0.3796994090080261
0,hippocampus_right,13,81,0.36610525846481323
0,hippocampus_right,13,82,0.37179264426231384
0,hippocampus_right,13,83,0.36052536964416504
0,hippocampus_right,13,84,0.3560048043727875
0,hippocampus_right,13,85,0.3600418269634247
0,hippocampus_right,13,86,0.36755990982055664
0,hippocampus_right,13,87,0.3729042112827301
0,hippocampus_right,13,88,0.3670407831668854
0,hippocampus_right,13,89,0.3617820143699646
0,hippocampus_right,13,90,0.35445863008499146
0,hippocampus_right,13,91,0.3503928482532501
0,hippocampus_right,13,92,0.34237271547317505
0,hippocampus_right,13,93,0.33650460839271545
0,hippocampus_right,13,94,0.32853949069976807
0,hippocampus_right,13,95,0.3177306354045868
0,hippocampus_right,13,96,0.31885313987731934
0,hippocampus_right,13,97,0.3273245096206665
0,hippocampus_right,13,98,0.31958872079849243
0,hippocampus_right,13,99,0.3246747553348541
0,hippocampus_right,13,100,0.31568092107772827
0,hippocampus_left,14,1,1.1532992124557495
0,hippocampus_left,14,2,0.9846881031990051
0,hippocampus_left,14,3,0.9159310460090637
0,hippocampus_left,14,4,0.8930432796478271
0,hippocampus_left,14,5,0.8706015944480896
0,hippocampus_left,14,6,0.865910530090332
0,hippocampus_left,14,7,0.8425688147544861
0,hippocampus_left,14,8,0.8345491886138916
0,hippocampus_left,14,9,0.819484293460846
0,hippocampus_left,14,10,0.8066754341125488
0,hippocampus_left,14,11,0.7935470342636108
0,hippocampus_left,14,12,0.7798357605934143
0,hippocampus_left,14,13,0.7736108899116516
0,hippocampus_left,14,14,0.7643744945526123
0,hippocampus_left,14,15,0.7540790438652039
0,hippocampus_left,14,16,0.75274658203125
0,hippocampus_left,14,17,0.7622009515762329
0,hippocampus_left,14,18,0.7320533990859985
0,hippocampus_left,14,19,0.7311295866966248
0,hippocampus_left,14,20,0.7217512130737305
0,hippocampus_left,14,21,0.7078012228012085
0,hippocampus_left,14,22,0.7026165723800659
0,hippocampus_left,14,23,0.6889339089393616
0,hippocampus_left,14,24,0.6801760792732239
0,hippocampus_left,14,25,0.6840879321098328
0,hippocampus_left,14,26,0.7019357085227966
