fold,method,biomarker,metric_scope,trajectory_coverage,mean_width,median_width,mean_absolute_error,n_test_subjects
0,bonferroni_cp,hippocampus_right,biomarker,0.991304347826087,1.9760600149970913,1.7762116670612116,0.14061557,230
0,bonferroni_cp,hippocampus_left,biomarker,1.0,2.5465845375832488,2.303754267122244,0.15145412,230
0,bonferroni_cp,ventricle_right,biomarker,0.991304347826087,2.0058626010910454,1.7453780552251317,0.10405423,230
0,bonferroni_cp,ventricle_left,biomarker,0.991304347826087,1.8158477557046317,1.5721097469559897,0.10793966,230
0,joint_cp,hippocampus_right,biomarker,0.9869565217391304,1.6737443002862342,1.5044705784656998,0.14061557,230
0,joint_cp,hippocampus_left,biomarker,0.9695652173913043,1.532330285821868,1.386214509082393,0.15145412,230
0,joint_cp,ventricle_right,biomarker,0.9826086956521739,1.7001149232449555,1.4793352629330059,0.10405423,230
0,joint_cp,ventricle_left,biomarker,0.9869565217391304,1.6641524974108821,1.440776272890556,0.10793966,230
0,raw_dkgp,hippocampus_right,biomarker,0.0391304347826087,0.11788436958180379,0.10596216259943092,0.14061557,230
0,raw_dkgp,hippocampus_left,biomarker,0.034782608695652174,0.1079243643753257,0.09763320686462176,0.15145412,230
0,raw_dkgp,ventricle_right,biomarker,0.1608695652173913,0.11974169286734787,0.1041918439042128,0.10405423,230
0,raw_dkgp,ventricle_left,biomarker,0.15217391304347827,0.11720880424310752,0.10147607529362646,0.10793966,230
0,single_cp,hippocampus_right,biomarker,0.9521739130434783,1.1805290082853703,1.0611364947960666,0.14061557,230
0,single_cp,hippocampus_left,biomarker,0.9260869565217391,1.3188868974312178,1.1931240738201723,0.15145412,230
0,single_cp,ventricle_right,biomarker,0.8695652173913043,0.6279441705396532,0.5463983298608355,0.10405423,230
0,single_cp,ventricle_left,biomarker,0.9043478260869565,0.7594622770090304,0.6575210087852197,0.10793966,230
1,bonferroni_cp,hippocampus_right,biomarker,0.9608695652173913,1.4206999266751308,1.272304311030016,0.15936849,230
1,bonferroni_cp,hippocampus_left,biomarker,0.9782608695652174,1.8520014184339457,1.6665036587602842,0.16582656,230
1,bonferroni_cp,ventricle_right,biomarker,0.9739130434782609,1.2490216155203695,1.1132123043024578,0.101162456,230
