model,fold,method,biomarker,scope,coverage,pointwise_coverage,mean_width,mean_normalized_width,mean_absolute_error,n_test_subjects
bootstrap,0,bonferroni_cp,hippocampus_left,biomarker,0.991304347826087,0.9984057971014492,1.9397273876988723,1.930400098025405,0.1727985184591146,230
bootstrap,0,bonferroni_cp,hippocampus_right,biomarker,0.9869565217391304,0.995,1.7344560145828254,1.725460124140776,0.163255268727785,230
bootstrap,0,bonferroni_cp,ventricle_left,biomarker,0.9739130434782608,0.9921980676328502,1.208778201524047,1.2142277173695109,0.1325760235752457,230
bootstrap,0,bonferroni_cp,ventricle_right,biomarker,0.9739130434782608,0.9934178743961352,1.1362662451754542,1.143419939444143,0.1311713399691233,230
bootstrap,0,joint_cp,hippocampus_left,biomarker,0.982608695652174,0.9947826086956524,1.7169866950214354,1.7087304666609375,0.1727985184591146,230
bootstrap,0,joint_cp,hippocampus_right,biomarker,0.9869565217391304,0.995,1.6275631503003063,1.6191216679770204,0.163255268727785,230
bootstrap,0,joint_cp,ventricle_left,biomarker,0.9739130434782608,0.991111111111111,1.1734939623562803,1.1787844068185929,0.1325760235752457,230
bootstrap,0,joint_cp,ventricle_right,biomarker,0.982608695652174,0.994830917874396,1.1957949280858886,1.2033234024728523,0.1311713399691233,230
bootstrap,0,raw,hippocampus_left,biomarker,0.4913043478260869,0.7623440931049627,0.517548345450066,0.5150596847399839,0.1727985184591146,230
bootstrap,0,raw,hippocampus_right,biomarker,0.4695652173913043,0.7728632599284774,0.4905935602941881,0.4880490588004199,0.163255268727785,230
bootstrap,0,raw,ventricle_left,biomarker,0.4956521739130435,0.7126439864483343,0.3537242650561174,0.3553189546235815,0.1325760235752457,230
bootstrap,0,raw,ventricle_right,biomarker,0.5043478260869565,0.7210817805383023,0.3604464064526091,0.3627157015257998,0.1311713399691233,230
bootstrap,0,single_cp,hippocampus_left,biomarker,0.9,0.9667770876466528,1.1733063684131162,1.1676644578831543,0.1727985184591146,230
bootstrap,0,single_cp,hippocampus_right,biomarker,0.9304347826086956,0.9810697032436164,1.1747521615516705,1.1686592184888156,0.163255268727785,230
bootstrap,0,single_cp,ventricle_left,biomarker,0.9347826086956522,0.9772291235334712,0.7905578979210219,0.7941219577179686,0.1325760235752457,230
bootstrap,0,single_cp,ventricle_right,biomarker,0.917391304347826,0.9655745341614906,0.7599618047018639,0.76474636503691,0.1311713399691233,230
bootstrap,0,bonferroni_cp,ALL_JOINT,joint,0.9391304347826088,,,1.5033769697449588,,230
bootstrap,0,joint_cp,ALL_JOINT,joint,0.9391304347826088,,,1.4274899859823509,,230
bootstrap,0,raw,ALL_JOINT,joint,0.108695652173913,,,0.4302858499224463,,230
bootstrap,0,single_cp,ALL_JOINT,joint,0.7434782608695653,,,0.9737979997817122,,230
dqr,0,bonferroni_cp,hippocampus_left,biomarker,0.982608695652174,0.9966977225672876,1.9025987807581213,1.893450026106794,0.1918696130708582,230
