fold,biomarker,target_index,iteration,negative_mll
0,hippocampus_right,13,1,1.235703706741333
0,hippocampus_right,13,2,1.0513275861740112
0,hippocampus_right,13,3,0.9831792116165161
0,hippocampus_right,13,4,0.9641475677490234
0,hippocampus_right,13,5,0.9297444820404053
0,hippocampus_right,13,6,0.8954344987869263
0,hippocampus_right,13,7,0.8745511770248413
0,hippocampus_right,13,8,0.8595176935195923
0,hippocampus_right,13,9,0.8463162183761597
0,hippocampus_right,13,10,0.8312323689460754
0,hippocampus_right,13,11,0.8179649114608765
0,hippocampus_right,13,12,0.8059127926826477
0,hippocampus_right,13,13,0.8003264665603638
0,hippocampus_right,13,14,0.7883738279342651
0,hippocampus_right,13,15,0.7780606746673584
0,hippocampus_right,13,16,0.7685439586639404
0,hippocampus_right,13,17,0.7627392411231995
0,hippocampus_right,13,18,0.7506585121154785
0,hippocampus_right,13,19,0.7428259253501892
0,hippocampus_right,13,20,0.7399621605873108
0,hippocampus_right,13,21,0.726754367351532
0,hippocampus_right,13,22,0.7172263264656067
0,hippocampus_right,13,23,0.7220364212989807
0,hippocampus_right,13,24,0.7089625000953674
0,hippocampus_right,13,25,0.7071974277496338
0,hippocampus_right,13,26,0.6871086359024048
0,hippocampus_right,13,27,0.6831347346305847
0,hippocampus_right,13,28,0.6704145669937134
0,hippocampus_right,13,29,0.6565337181091309
0,hippocampus_right,13,30,0.6484134197235107
0,hippocampus_right,13,31,0.6463903784751892
0,hippocampus_right,13,32,0.6433790326118469
0,hippocampus_right,13,33,0.6345033049583435
0,hippocampus_right,13,34,0.6422219276428223
0,hippocampus_right,13,35,0.6249387860298157
0,hippocampus_right,13,36,0.6083223819732666
0,hippocampus_right,13,37,0.6011042594909668
0,hippocampus_right,13,38,0.6028017401695251
0,hippocampus_right,13,39,0.5926474928855896
0,hippocampus_right,13,40,0.5854092836380005
0,hippocampus_right,13,41,0.5890531539916992
0,hippocampus_right,13,42,0.5908534526824951
0,hippocampus_right,13,43,0.5748887062072754
0,hippocampus_right,13,44,0.5755735039710999
0,hippocampus_right,13,45,0.5945597290992737
0,hippocampus_right,13,46,0.5796780586242676
0,hippocampus_right,13,47,0.5638502836227417
0,hippocampus_right,13,48,0.5518416166305542
0,hippocampus_right,13,49,0.534701943397522
0,hippocampus_right,13,50,0.5251888632774353
0,hippocampus_right,13,51,0.5243883728981018
0,hippocampus_right,13,52,0.51962810754776
0,hippocampus_right,13,53,0.5134854912757874
0,hippocampus_right,13,54,0.5012074708938599
0,hippocampus_right,13,55,0.4953376054763794
0,hippocampus_right,13,56,0.49196815490722656
0,hippocampus_right,13,57,0.4925498366355896
0,hippocampus_right,13,58,0.48985686898231506
0,hippocampus_right,13,59,0.48947322368621826
0,hippocampus_right,13,60,0.48037537932395935
0,hippocampus_right,13,61,0.48231324553489685
0,hippocampus_right,13,62,0.4851835370063782
0,hippocampus_right,13,63,0.494422972202301
0,hippocampus_right,13,64,0.47295117378234863
0,hippocampus_right,13,65,0.4687448740005493
0,hippocampus_right,13,66,0.4465242624282837
0,hippocampus_right,13,67,0.4364296793937683
0,hippocampus_right,13,68,0.42630618810653687
0,hippocampus_right,13,69,0.4249112904071808
0,hippocampus_right,13,70,0.4135586619377136
0,hippocampus_right,13,71,0.4100607633590698
0,hippocampus_right,13,72,0.4144114851951599
0,hippocampus_right,13,73,0.41164684295654297
0,hippocampus_right,13,74,0.4092807471752167
0,hippocampus_right,13,75,0.4071614146232605
0,hippocampus_right,13,76,0.4238133132457733
0,hippocampus_right,13,77,0.4217455983161926
