fold,method,biomarker,metric_scope,trajectory_coverage,mean_width,median_width,mean_absolute_error,n_test_subjects
0,bonferroni_cp,hippocampus_right,biomarker,0.991304347826087,1.6558023792631704,1.4644975497550945,0.14698863,230
0,bonferroni_cp,hippocampus_left,biomarker,0.991304347826087,1.8988931530836675,1.7204048460627561,0.15922755,230
0,bonferroni_cp,ventricle_right,biomarker,0.9652173913043478,1.1630609512263772,1.0217416352356654,0.10593848,230
0,bonferroni_cp,ventricle_left,biomarker,0.9652173913043478,1.1975404635045903,1.0568084663339317,0.10610137,230
0,joint_cp,hippocampus_right,biomarker,0.9869565217391304,1.615690706943559,1.4290202207185274,0.14698863,230
0,joint_cp,hippocampus_left,biomarker,0.9695652173913043,1.4872427326112856,1.3474479068508884,0.15922755,230
0,joint_cp,ventricle_right,biomarker,0.9739130434782609,1.3026753049793278,1.144391955457916,0.10593848,230
0,joint_cp,ventricle_left,biomarker,0.9826086956521739,1.3138205340150206,1.1594235901867869,0.10610137,230
0,raw_dkgp,hippocampus_right,biomarker,0.05217391304347826,0.14047719063647124,0.1242470140519669,0.14698863,230
0,raw_dkgp,hippocampus_left,biomarker,0.04782608695652174,0.12930920501917592,0.11715466064757077,0.15922755,230
0,raw_dkgp,ventricle_right,biomarker,0.13478260869565217,0.11326188011638846,0.09949984003672419,0.10593848,230
0,raw_dkgp,ventricle_left,biomarker,0.14347826086956522,0.11423090869172509,0.10080677446935443,0.10610137,230
0,single_cp,hippocampus_right,biomarker,0.908695652173913,1.1032013865025057,0.9757418805849873,0.14698863,230
0,single_cp,hippocampus_left,biomarker,0.9173913043478261,1.2316864318640393,1.1159128689086764,0.15922755,230
0,single_cp,ventricle_right,biomarker,0.908695652173913,0.7039651158465275,0.6184288689732629,0.10593848,230
0,single_cp,ventricle_left,biomarker,0.9130434782608695,0.7681495524115672,0.6778785144540986,0.10610137,230
1,bonferroni_cp,hippocampus_right,biomarker,0.9652173913043478,1.569766901929308,1.3973145334345851,0.16555649,230
1,bonferroni_cp,hippocampus_left,biomarker,0.9739130434782609,1.7655441818121551,1.5871337465598216,0.1606219,230
1,bonferroni_cp,ventricle_right,biomarker,0.9826086956521739,1.3248674123235669,1.1519835540123324,0.112932704,230
1,bonferroni_cp,ventricle_left,biomarker,0.9826086956521739,1.3450089816621345,1.1662847625921167,0.11500913,230
1,joint_cp,hippocampus_right,biomarker,0.9608695652173913,1.516530123957535,1.349926272488478,0.16555649,230
1,joint_cp,hippocampus_left,biomarker,0.9608695652173913,1.3525404087761013,1.2158645184121255,0.1606219,230
1,joint_cp,ventricle_right,biomarker,0.9869565217391304,1.5515998984494719,1.3491293912091962,0.112932704,230
1,joint_cp,ventricle_left,biomarker,0.9869565217391304,1.4464438105437,1.254240974731692,0.11500913,230
1,raw_dkgp,hippocampus_right,biomarker,0.021739130434782608,0.12722997709472916,0.11325267201424305,0.16555649,230
1,raw_dkgp,hippocampus_left,biomarker,0.030434782608695653,0.11347198615429387,0.10200550083646101,0.1606219,230
1,raw_dkgp,ventricle_right,biomarker,0.14782608695652175,0.13017217160497246,0.11318581730077017,0.112932704,230
1,raw_dkgp,ventricle_left,biomarker,0.14347826086956522,0.12135005429634373,0.10522511090643681,0.11500913,230
1,single_cp,hippocampus_right,biomarker,0.9130434782608695,1.205267277843652,1.0728583217891785,0.16555649,230
1,single_cp,hippocampus_left,biomarker,0.9,1.1523812279472152,1.0359316717295641,0.1606219,230
1,single_cp,ventricle_right,biomarker,0.9217391304347826,0.7664604809850042,0.6664439480374718,0.112932704,230
1,single_cp,ventricle_left,biomarker,0.9173913043478261,0.7572880697440156,0.6566599544515936,0.11500913,230
2,bonferroni_cp,hippocampus_right,biomarker,0.9782608695652174,1.882458245584315,1.6101444706608703,0.16998759,230
2,bonferroni_cp,hippocampus_left,biomarker,0.9695652173913043,1.8491308711146932,1.6378670883809079,0.16977057,230
2,bonferroni_cp,ventricle_right,biomarker,0.9695652173913043,1.2779116486923956,1.1492053391090984,0.11802192,230
2,bonferroni_cp,ventricle_left,biomarker,0.9826086956521739,1.3689004334719563,1.2112310094902767,0.1076433,230
2,joint_cp,hippocampus_right,biomarker,0.9695652173913043,1.651425697924037,1.4125327679681376,0.16998759,230
2,joint_cp,hippocampus_left,biomarker,0.9608695652173913,1.5311679980765969,1.3562315734418284,0.16977057,230
2,joint_cp,ventricle_right,biomarker,0.9652173913043478,1.2314067965530346,1.1073842754794505,0.11802192,230
2,joint_cp,ventricle_left,biomarker,0.9826086956521739,1.3958176353032015,1.2350478983957913,0.1076433,230
2,raw_dkgp,hippocampus_right,biomarker,0.0391304347826087,0.153369661715952,0.1311834211241248,0.16998759,230
2,raw_dkgp,hippocampus_left,biomarker,0.034782608695652174,0.1422012011745388,0.12595466928287713,0.16977057,230
2,raw_dkgp,ventricle_right,biomarker,0.11739130434782609,0.11436205943717266,0.1028439559426429,0.11802192,230
2,raw_dkgp,ventricle_left,biomarker,0.1956521739130435,0.12963106896829896,0.11470021243951423,0.1076433,230
2,single_cp,hippocampus_right,biomarker,0.9,1.2331804287982122,1.0547902740548238,0.16998759,230
2,single_cp,hippocampus_left,biomarker,0.8869565217391304,1.2133496550412426,1.0747240759072891,0.16977057,230
2,single_cp,ventricle_right,biomarker,0.9130434782608695,0.7623426329889333,0.6855624369320168,0.11802192,230
2,single_cp,ventricle_left,biomarker,0.9173913043478261,0.8072628437187906,0.7142826207173769,0.1076433,230
3,bonferroni_cp,hippocampus_right,biomarker,0.9391304347826087,1.567905052702188,1.3740930590038047,0.18204533,230
3,bonferroni_cp,hippocampus_left,biomarker,0.9782608695652174,1.8280591428547033,1.5975258632484213,0.16620836,230
3,bonferroni_cp,ventricle_right,biomarker,0.9782608695652174,1.3279321143859442,1.154048348393406,0.11127599,230
3,bonferroni_cp,ventricle_left,biomarker,0.9826086956521739,1.2663200131641248,1.1180725205865087,0.11217582,230
3,joint_cp,hippocampus_right,biomarker,0.9304347826086956,1.487252704200437,1.3034103144858165,0.18204533,230
3,joint_cp,hippocampus_left,biomarker,0.9391304347826087,1.4556713644742638,1.2720992437401613,0.16620836,230
3,joint_cp,ventricle_right,biomarker,0.9826086956521739,1.3912844316412354,1.2091051064183986,0.11127599,230
3,joint_cp,ventricle_left,biomarker,0.9869565217391304,1.429299684492319,1.2619722379027962,0.11217582,230
3,raw_dkgp,hippocampus_right,biomarker,0.0391304347826087,0.12526539159475542,0.10978107687522139,0.18204533,230
3,raw_dkgp,hippocampus_left,biomarker,0.04782608695652174,0.12260542071239422,0.10714386967625106,0.16620836,230
3,raw_dkgp,ventricle_right,biomarker,0.09565217391304348,0.11718236494511584,0.10183812354615629,0.11127599,230
3,raw_dkgp,ventricle_left,biomarker,0.1391304347826087,0.12038423879043841,0.10629091217392661,0.11217582,230
3,single_cp,hippocampus_right,biomarker,0.8608695652173913,1.1971149869239273,1.0491371218726755,0.18204533,230
3,single_cp,hippocampus_left,biomarker,0.9043478260869565,1.2247127930569108,1.0702664460321198,0.16620836,230
3,single_cp,ventricle_right,biomarker,0.8826086956521739,0.7299945219304645,0.6344066562164947,0.11127599,230
3,single_cp,ventricle_left,biomarker,0.8956521739130435,0.7331793046180385,0.647346345816544,0.11217582,230
4,bonferroni_cp,hippocampus_right,biomarker,0.9782608695652174,1.7285843436505304,1.5774579570666631,0.1577601,230
4,bonferroni_cp,hippocampus_left,biomarker,0.9652173913043478,1.8597198291119308,1.6885038384093498,0.17661425,230
4,bonferroni_cp,ventricle_right,biomarker,0.9826086956521739,1.3105776661204809,1.177525655532179,0.1130377,230
4,bonferroni_cp,ventricle_left,biomarker,0.9695652173913043,1.1375972916288308,1.0381937647570538,0.10755425,230
4,joint_cp,hippocampus_right,biomarker,0.9391304347826087,1.3497678407091895,1.2317605607967153,0.1577601,230
4,joint_cp,hippocampus_left,biomarker,0.9391304347826087,1.6503848750154468,1.4984414064386442,0.17661425,230
4,joint_cp,ventricle_right,biomarker,0.9826086956521739,1.3092516557334717,1.1763342639110874,0.1130377,230
4,joint_cp,ventricle_left,biomarker,0.9782608695652174,1.327015744598341,1.2110607874284085,0.10755425,230
4,raw_dkgp,hippocampus_right,biomarker,0.030434782608695653,0.11335657248520087,0.10344605278267832,0.1577601,230
4,raw_dkgp,hippocampus_left,biomarker,0.0391304347826087,0.13860307459605187,0.1258425166023679,0.17661425,230
4,raw_dkgp,ventricle_right,biomarker,0.1,0.10995393114162683,0.09879122633696846,0.1130377,230
4,raw_dkgp,ventricle_left,biomarker,0.11304347826086956,0.11144579971806742,0.10170763874621794,0.10755425,230
4,single_cp,hippocampus_right,biomarker,0.9130434782608695,1.2169306138053149,1.1105370050333576,0.1577601,230
4,single_cp,hippocampus_left,biomarker,0.8304347826086956,1.0756412385041698,0.9766118162180248,0.17661425,230
4,single_cp,ventricle_right,biomarker,0.8565217391304348,0.6918494894500616,0.6216117858973149,0.1130377,230
4,single_cp,ventricle_left,biomarker,0.8652173913043478,0.6508688917268863,0.5939958103255227,0.10755425,230
5,bonferroni_cp,hippocampus_right,biomarker,0.991304347826087,1.7278531547631473,1.5623262575084524,0.14857514,230
5,bonferroni_cp,hippocampus_left,biomarker,0.9869565217391304,1.8854064743513124,1.7159851616116413,0.16108833,230
5,bonferroni_cp,ventricle_right,biomarker,0.9782608695652174,1.2574377776083765,1.1410839925230576,0.104835965,230
5,bonferroni_cp,ventricle_left,biomarker,0.9869565217391304,1.2005813327403672,1.076262054417274,0.10551305,230
5,joint_cp,hippocampus_right,biomarker,0.9652173913043478,1.4351868352588646,1.2976971283550682,0.14857514,230
5,joint_cp,hippocampus_left,biomarker,0.9478260869565217,1.5695449327817301,1.428506718193404,0.16108833,230
5,joint_cp,ventricle_right,biomarker,0.9782608695652174,1.2933376066218765,1.173661922780198,0.104835965,230
5,joint_cp,ventricle_left,biomarker,0.9869565217391304,1.195629853864247,1.0718232973899156,0.10551305,230
5,raw_dkgp,hippocampus_right,biomarker,0.034782608695652174,0.1311563256868405,0.1185916586105779,0.14857514,230
5,raw_dkgp,hippocampus_left,biomarker,0.05217391304347826,0.14343480676292614,0.13054585491889636,0.16108833,230
5,raw_dkgp,ventricle_right,biomarker,0.14347826086956522,0.11819325831994662,0.10725654779479508,0.104835965,230
5,raw_dkgp,ventricle_left,biomarker,0.1,0.1092641143729862,0.0979498989383214,0.10551305,230
5,single_cp,hippocampus_right,biomarker,0.9260869565217391,1.189548018581458,1.0755903063138028,0.14857514,230
5,single_cp,hippocampus_left,biomarker,0.9130434782608695,1.2148702187756226,1.105702826983297,0.16108833,230
5,single_cp,ventricle_right,biomarker,0.8956521739130435,0.6882688953208855,0.6245816954028172,0.104835965,230
5,single_cp,ventricle_left,biomarker,0.9173913043478261,0.6798526203174615,0.609454401705305,0.10551305,230
6,bonferroni_cp,hippocampus_right,biomarker,0.9782608695652174,1.5797188379732807,1.4276613249054044,0.1609994,230
6,bonferroni_cp,hippocampus_left,biomarker,0.991304347826087,1.8111818553523178,1.6226653164827667,0.15764543,230
6,bonferroni_cp,ventricle_right,biomarker,0.9608695652173913,1.4016785461374777,1.2498384371662787,0.11324543,230
6,bonferroni_cp,ventricle_left,biomarker,0.9652173913043478,1.2787343548440695,1.142347002271439,0.109233,230
6,joint_cp,hippocampus_right,biomarker,0.9565217391304348,1.3782317961524753,1.2455686321030495,0.1609994,230
6,joint_cp,hippocampus_left,biomarker,0.9782608695652174,1.5224586959334534,1.3639938553758526,0.15764543,230
6,joint_cp,ventricle_right,biomarker,0.9652173913043478,1.4451317140927717,1.2885844390058772,0.11324543,230
6,joint_cp,ventricle_left,biomarker,0.9652173913043478,1.2901966673420786,1.152586766513009,0.109233,230
6,raw_dkgp,hippocampus_right,biomarker,0.04782608695652174,0.12453051012220291,0.11254369372483047,0.1609994,230
6,raw_dkgp,hippocampus_left,biomarker,0.030434782608695653,0.13756217101785825,0.12324403709716297,0.15764543,230
6,raw_dkgp,ventricle_right,biomarker,0.1956521739130435,0.13057527046766582,0.11643039869846523,0.11324543,230
6,raw_dkgp,ventricle_left,biomarker,0.1565217391304348,0.11657607202983163,0.10414229188054971,0.109233,230
6,single_cp,hippocampus_right,biomarker,0.9217391304347826,1.1537458514577306,1.0426908202281737,0.1609994,230
6,single_cp,hippocampus_left,biomarker,0.9130434782608695,1.1573521215075455,1.0368893333257958,0.15764543,230
6,single_cp,ventricle_right,biomarker,0.8826086956521739,0.7549770654279482,0.6731924078820146,0.11324543,230
6,single_cp,ventricle_left,biomarker,0.9,0.7225612371353933,0.645494242077989,0.109233,230
7,bonferroni_cp,hippocampus_right,biomarker,0.9695652173913043,1.5998957188392158,1.45010369502522,0.17082866,230
7,bonferroni_cp,hippocampus_left,biomarker,0.9782608695652174,1.8732231509053552,1.691868610743903,0.17108256,230
7,bonferroni_cp,ventricle_right,biomarker,0.9956521739130435,1.3937301478595194,1.2786596427982388,0.10031898,230
7,bonferroni_cp,ventricle_left,biomarker,0.991304347826087,1.3654747625905026,1.2388617648760842,0.09119902,230
7,joint_cp,hippocampus_right,biomarker,0.9739130434782609,1.6260390738919426,1.4737993492581225,0.17082866,230
7,joint_cp,hippocampus_left,biomarker,0.9521739130434783,1.4094216183659605,1.272969637528103,0.17108256,230
7,joint_cp,ventricle_right,biomarker,0.9956521739130435,1.445006682209448,1.3257026340089162,0.10031898,230
7,joint_cp,ventricle_left,biomarker,0.991304347826087,1.4810897247755332,1.343756384698203,0.09119902,230
7,raw_dkgp,hippocampus_right,biomarker,0.0391304347826087,0.14179960741208025,0.1285234607731629,0.17082866,230
7,raw_dkgp,hippocampus_left,biomarker,0.021739130434782608,0.12290936630694602,0.11100999831261038,0.17108256,230
7,raw_dkgp,ventricle_right,biomarker,0.16956521739130434,0.12601258083835504,0.11560860748424884,0.10031898,230
7,raw_dkgp,ventricle_left,biomarker,0.16956521739130434,0.1291592218706998,0.11718299447233577,0.09119902,230
7,single_cp,hippocampus_right,biomarker,0.8739130434782608,1.114545512061896,1.0101949435100366,0.17082866,230
7,single_cp,hippocampus_left,biomarker,0.9130434782608695,1.241573175184304,1.121371301662979,0.17108256,230
7,single_cp,ventricle_right,biomarker,0.9260869565217391,0.7427849080168497,0.6814583774480276,0.10031898,230
7,single_cp,ventricle_left,biomarker,0.9391304347826087,0.6676411954146173,0.6057344832109344,0.09119902,230
8,bonferroni_cp,hippocampus_right,biomarker,0.9826086956521739,1.650292868524653,1.4907017784191723,0.15099758,230
8,bonferroni_cp,hippocampus_left,biomarker,0.991304347826087,1.9815249115565767,1.8186088963226155,0.15843661,230
8,bonferroni_cp,ventricle_right,biomarker,0.9652173913043478,1.2984242182757442,1.1678161788380237,0.11626155,230
8,bonferroni_cp,ventricle_left,biomarker,0.9608695652173913,1.262580995541774,1.1188014809075355,0.12507626,230
8,joint_cp,hippocampus_right,biomarker,0.9652173913043478,1.41181980070814,1.2752901790119964,0.15099758,230
8,joint_cp,hippocampus_left,biomarker,0.9434782608695652,1.276496840084622,1.1715464670499642,0.15843661,230
8,joint_cp,ventricle_right,biomarker,0.9739130434782609,1.4027544576261017,1.2616518757855033,0.11626155,230
8,joint_cp,ventricle_left,biomarker,0.9826086956521739,1.5533516900740127,1.3764599478065946,0.12507626,230
8,raw_dkgp,hippocampus_right,biomarker,0.04782608695652174,0.11933880190083745,0.10779817789979984,0.15099758,230
8,raw_dkgp,hippocampus_left,biomarker,0.030434782608695653,0.10790017497239751,0.09902889283658961,0.15843661,230
8,raw_dkgp,ventricle_right,biomarker,0.09130434782608696,0.11857252338449434,0.10664535459600885,0.11626155,230
8,raw_dkgp,ventricle_left,biomarker,0.14782608695652175,0.13130225934718673,0.11634989178741956,0.12507626,230
8,single_cp,hippocampus_right,biomarker,0.8956521739130435,1.045944254297018,0.9447965205120123,0.15099758,230
8,single_cp,hippocampus_left,biomarker,0.9,1.0789068861677167,0.9902018642536348,0.15843661,230
8,single_cp,ventricle_right,biomarker,0.8956521739130435,0.7479013413494879,0.6726702061691725,0.11626155,230
8,single_cp,ventricle_left,biomarker,0.8478260869565217,0.692531753209165,0.613667997381377,0.12507626,230
9,bonferroni_cp,hippocampus_right,biomarker,0.991304347826087,1.7762798040727894,1.6272655617247551,0.14595242,230
9,bonferroni_cp,hippocampus_left,biomarker,0.9869565217391304,1.9789544426547774,1.8040046710407154,0.15766722,230
9,bonferroni_cp,ventricle_right,biomarker,0.991304347826087,1.7187074831094715,1.548810889975556,0.10344207,230
9,bonferroni_cp,ventricle_left,biomarker,0.9782608695652174,1.3908278019773626,1.2878160022790937,0.103092484,230
9,joint_cp,hippocampus_right,biomarker,0.9652173913043478,1.5646337287547092,1.4333747294078876,0.14595242,230
9,joint_cp,hippocampus_left,biomarker,0.9521739130434783,1.412692562753031,1.2878032596506443,0.15766722,230
9,joint_cp,ventricle_right,biomarker,0.9869565217391304,1.4094535613356673,1.270127142730587,0.10344207,230
9,joint_cp,ventricle_left,biomarker,0.9782608695652174,1.5399724187096282,1.4259142081163105,0.103092484,230
9,raw_dkgp,hippocampus_right,biomarker,0.06956521739130435,0.13264682234917907,0.12151892139184364,0.14595242,230
9,raw_dkgp,hippocampus_left,biomarker,0.034782608695652174,0.11976552464751648,0.10917763503636768,0.15766722,230
9,raw_dkgp,ventricle_right,biomarker,0.13478260869565217,0.11949092795584239,0.10767908576069515,0.10344207,230
9,raw_dkgp,ventricle_left,biomarker,0.1608695652173913,0.1305560810131531,0.12088643186780418,0.103092484,230
9,single_cp,hippocampus_right,biomarker,0.9260869565217391,1.1706936997884363,1.0724828017668528,0.14595242,230
9,single_cp,hippocampus_left,biomarker,0.8869565217391304,1.1416237657584147,1.040698341310197,0.15766722,230
9,single_cp,ventricle_right,biomarker,0.9304347826086956,0.757072864216841,0.6822351727256333,0.10344207,230
9,single_cp,ventricle_left,biomarker,0.8956521739130435,0.6621675387638839,0.6131240340447057,0.103092484,230
0,bonferroni_cp,ALL_JOINT,joint,0.9478260869565217,1.4788242367694515,,,230
0,joint_cp,ALL_JOINT,joint,0.9391304347826087,1.4298573196372983,,,230
0,raw_dkgp,ALL_JOINT,joint,0.0,0.12431979611594017,,,230
0,single_cp,ALL_JOINT,joint,0.7739130434782608,0.9517506216561599,,,230
1,bonferroni_cp,ALL_JOINT,joint,0.9434782608695652,1.501296869431791,,,230
1,joint_cp,ALL_JOINT,joint,0.9347826086956522,1.4667785604317023,,,230
1,raw_dkgp,ALL_JOINT,joint,0.004347826086956522,0.1230560472875848,,,230
1,single_cp,ALL_JOINT,joint,0.7695652173913043,0.9703492641299717,,,230
2,bonferroni_cp,ALL_JOINT,joint,0.9304347826086956,1.5946002997158402,,,230
2,joint_cp,ALL_JOINT,joint,0.9130434782608695,1.4524545319642175,,,230
2,raw_dkgp,ALL_JOINT,joint,0.0,0.1348909978239906,,,230
2,single_cp,ALL_JOINT,joint,0.7608695652173914,1.0040338901367947,,,230
3,bonferroni_cp,ALL_JOINT,joint,0.9130434782608695,1.49755408077674,,,230
3,joint_cp,ALL_JOINT,joint,0.8782608695652174,1.440877046202064,,,230
3,raw_dkgp,ALL_JOINT,joint,0.0,0.12135935401067598,,,230
3,single_cp,ALL_JOINT,joint,0.7086956521739131,0.9712504016323353,,,230
4,bonferroni_cp,ALL_JOINT,joint,0.9130434782608695,1.5091197826279432,,,230
4,joint_cp,ALL_JOINT,joint,0.8869565217391304,1.4091050290141123,,,230
4,raw_dkgp,ALL_JOINT,joint,0.0,0.11833984448523674,,,230
4,single_cp,ALL_JOINT,joint,0.6565217391304348,0.9088225583716081,,,230
5,bonferroni_cp,ALL_JOINT,joint,0.9695652173913043,1.517819684865801,,,230
5,joint_cp,ALL_JOINT,joint,0.9043478260869565,1.3734248071316795,,,230
5,raw_dkgp,ALL_JOINT,joint,0.0,0.12551212628567487,,,230
5,single_cp,ALL_JOINT,joint,0.7565217391304347,0.943134938248857,,,230
6,bonferroni_cp,ALL_JOINT,joint,0.9347826086956522,1.5178283985767862,,,230
6,joint_cp,ALL_JOINT,joint,0.9173913043478261,1.4090047183801948,,,230
6,raw_dkgp,ALL_JOINT,joint,0.004347826086956522,0.12731100590938965,,,230
6,single_cp,ALL_JOINT,joint,0.7739130434782608,0.9471590688821544,,,230
7,bonferroni_cp,ALL_JOINT,joint,0.9478260869565217,1.5580809450486481,,,230
7,joint_cp,ALL_JOINT,joint,0.9304347826086956,1.490389274810721,,,230
7,raw_dkgp,ALL_JOINT,joint,0.0,0.1299701941070203,,,230
7,single_cp,ALL_JOINT,joint,0.7608695652173914,0.9416361976694168,,,230
8,bonferroni_cp,ALL_JOINT,joint,0.9391304347826087,1.548205748474687,,,230
8,joint_cp,ALL_JOINT,joint,0.9043478260869565,1.411105697123219,,,230
8,raw_dkgp,ALL_JOINT,joint,0.004347826086956522,0.11927843990122901,,,230
8,single_cp,ALL_JOINT,joint,0.7130434782608696,0.891321058755847,,,230
9,bonferroni_cp,ALL_JOINT,joint,0.9652173913043478,1.7161923829536,,,230
9,joint_cp,ALL_JOINT,joint,0.9260869565217391,1.481688067888259,,,230
9,raw_dkgp,ALL_JOINT,joint,0.0,0.12561483899142276,,,230
9,single_cp,ALL_JOINT,joint,0.7739130434782608,0.932889467131894,,,230
