fold,method,biomarker,alpha_used,qhat,rank,n_calibration_subjects
6,bonferroni_cp,hippocampus_right,0.025,20.865619659423828,405,414
6,single_cp,hippocampus_left,0.1,13.838650703430176,374,414
6,bonferroni_cp,hippocampus_left,0.025,21.656600952148438,405,414
6,single_cp,ventricle_right,0.1,9.510428428649902,374,414
6,bonferroni_cp,ventricle_right,0.025,17.656911849975586,405,414
6,single_cp,ventricle_left,0.1,10.195123672485352,374,414
6,bonferroni_cp,ventricle_left,0.025,18.042560577392578,405,414
6,joint_cp,ALL,0.1,18.20429039001465,374,414
7,single_cp,hippocampus_right,0.1,12.928556442260742,374,414
7,bonferroni_cp,hippocampus_right,0.025,18.558544158935547,405,414
7,single_cp,hippocampus_left,0.1,16.61554527282715,374,414
7,bonferroni_cp,hippocampus_left,0.025,25.06869888305664,405,414
7,single_cp,ventricle_right,0.1,9.695638656616211,374,414
7,bonferroni_cp,ventricle_right,0.025,18.192485809326172,405,414
7,single_cp,ventricle_left,0.1,8.502467155456543,374,414
7,bonferroni_cp,ventricle_left,0.025,17.389436721801758,405,414
7,joint_cp,ALL,0.1,18.86180305480957,374,414
8,single_cp,hippocampus_right,0.1,14.41631031036377,374,414
8,bonferroni_cp,hippocampus_right,0.025,22.746082305908203,405,414
8,single_cp,hippocampus_left,0.1,16.44709014892578,374,414
8,bonferroni_cp,hippocampus_left,0.025,30.20679473876953,405,414
8,single_cp,ventricle_right,0.1,10.374985694885254,374,414
8,bonferroni_cp,ventricle_right,0.025,18.011911392211914,405,414
8,single_cp,ventricle_left,0.1,8.675504684448242,374,414
8,bonferroni_cp,ventricle_left,0.025,15.816642761230469,405,414
8,joint_cp,ALL,0.1,19.45919418334961,374,414
9,single_cp,hippocampus_right,0.1,14.51689338684082,374,414
9,bonferroni_cp,hippocampus_right,0.025,22.02631187438965,405,414
9,single_cp,hippocampus_left,0.1,15.67900276184082,374,414
9,bonferroni_cp,hippocampus_left,0.025,27.17885971069336,405,414
9,single_cp,ventricle_right,0.1,10.421494483947754,374,414
9,bonferroni_cp,ventricle_right,0.025,23.658885955810547,405,414
9,single_cp,ventricle_left,0.1,8.342535018920898,374,414
9,bonferroni_cp,ventricle_left,0.025,17.52280044555664,405,414
9,joint_cp,ALL,0.1,19.40184783935547,374,414
